Stage;Segment;Experience Level;Product Tier;CampaignType;Industry;Market Maturity;Territory;Country;State Province;Created Date;CloseDate;Status;Units;Revenue;ClosePct;Product Name;Product Category;List Price
Proposal;Mid-Market;Mid-Level;Standard;Conference;Manufacturing;Mature;North America;Canada;Quebec;2025-05-27;2025-06-21;Lost;341;68679,19;0,5;Smart Speaker Mini;Devices;201
Qualification;Mid-Market;Junior;Basic;Conference;Healthcare;Mature;North America;United States;Texas;2025-04-16;2025-06-21;Lost;754;75489,43;0,4;"E-reader Lite 6"" 8 GB";Devices;100
Prospecting;Enterprise;Junior;Premium;Conference;Finance;Emerging;LATAM;Mexico;Jalisco;2025-06-06;2025-06-22;Lost;112;87498,88;0,2;"E-reader Platinum 8"" 32 GB";Devices;780
Proposal;Mid-Market;Mid-Level;Premium;Partner Program;Technology;Emerging;LATAM;Mexico;Mexico City;2025-04-21;2025-06-22;Won;27;40231,4;0,5;Data Migration;Services;1487
Negotiation;Mid-Market;Senior;Premium;Webinar;Finance;Mature;North America;United States;New York;2025-01-29;2025-06-22;Lost;85;72796,44;0,7;Extended Warranty;Services;855
Proposal;Enterprise;Junior;Premium;Webinar;Healthcare;Emerging;LATAM;Brazil;Rio de Janeiro;2025-06-05;2025-06-23;Won;65;96883,41;0,6;Data Migration;Services;1487
Prospecting;Enterprise;Senior;Premium;Digital Ads;Finance;Growth;APAC;Australia;Victoria;2025-05-20;2025-06-23;Lost;191;149257,34;0,0;"E-reader Platinum 8"" 32 GB";Devices;780
Prospecting;Mid-Market;Principal;Standard;Partner Program;Finance;Mature;North America;United States;Texas;2025-02-26;2025-06-23;Lost;445;71229,08;0,1;Office Suite Enterprise;Software;160
Prospecting;Mid-Market;Junior;Standard;Conference;Education;Mature;EMEA;Germany;Hesse;2025-04-27;2025-06-26;Lost;233;46951,77;0,0;Smart Speaker Mini;Devices;201
Qualification;Mid-Market;Junior;Standard;Conference;Education;Mature;EMEA;France;Île-de-France;2025-06-17;2025-06-30;Lost;396;63380,46;0,4;Office Suite Enterprise;Software;160
Negotiation;Mid-Market;Mid-Level;Standard;Conference;Healthcare;Mature;EMEA;Spain;Catalonia;2025-05-13;2025-07-01;Lost;310;62364,31;0,7;Smart Speaker Mini;Devices;201
Prospecting;Mid-Market;Mid-Level;Standard;Email Campaign;Healthcare;Mature;North America;United States;Washington;2025-05-26;2025-07-01;Won;395;79561,89;0,1;Smart Speaker Mini;Devices;201
Prospecting;Mid-Market;Mid-Level;Premium;Partner Program;Manufacturing;Growth;APAC;India;Karnataka;2025-05-22;2025-07-02;Won;60;51446,67;0,2;Extended Warranty;Services;855
Proposal;Mid-Market;Principal;Basic;Digital Ads;Technology;Growth;APAC;Australia;New South Wales;2025-05-23;2025-07-03;Lost;371;43410,47;0,6;Cloud Sync Pro;Software;117
Prospecting;Mid-Market;Junior;Basic;Conference;Manufacturing;Mature;North America;Canada;Quebec;2025-04-18;2025-07-04;Won;402;34643,8;0,1;Travel Adapter Kit;Accessories;86
Negotiation;Enterprise;Senior;Premium;Email Campaign;Healthcare;Mature;North America;Canada;Ontario;2025-04-25;2025-07-04;Won;115;90242,42;0,7;"E-reader Platinum 8"" 32 GB";Devices;780
Qualification;Mid-Market;Principal;Basic;Email Campaign;Manufacturing;Growth;APAC;Japan;Osaka;2025-06-23;2025-07-07;Lost;580;67917,85;0,3;Cloud Sync Pro;Software;117
Negotiation;Enterprise;Senior;Basic;Conference;Finance;Mature;North America;United States;Washington;2025-01-09;2025-07-08;Won;861;111193,43;0,8;Parental Control Suite;Software;129
Qualification;Mid-Market;Mid-Level;Premium;Partner Program;Education;Growth;APAC;Australia;New South Wales;2025-06-07;2025-07-08;Won;60;41712,81;0,3;"Tablet Pro 11"" 128 GB";Devices;694
Negotiation;Mid-Market;Principal;Basic;Email Campaign;Manufacturing;Mature;North America;Canada;Quebec;2025-06-23;2025-07-10;Lost;544;63691,38;0,6;"Protective Case 6""";Accessories;117
Proposal;Enterprise;Junior;Standard;Webinar;Education;Growth;APAC;Australia;New South Wales;2025-05-06;2025-07-10;Won;218;86050,25;0,4;Installation Service;Services;393
Proposal;Mid-Market;Principal;Basic;Digital Ads;Healthcare;Mature;North America;United States;Washington;2025-06-17;2025-07-11;Won;272;35179,33;0,6;Parental Control Suite;Software;129
Prospecting;Mid-Market;Principal;Premium;Email Campaign;Healthcare;Mature;EMEA;United Kingdom;Scotland;2025-07-01;2025-07-12;Lost;72;62063,08;0,2;Extended Warranty;Services;855
Negotiation;Mid-Market;Mid-Level;Premium;Email Campaign;Technology;Mature;EMEA;United Kingdom;England;2025-04-12;2025-07-14;Won;40;33259,18;0,7;Premium Support;Services;819
Proposal;Mid-Market;Principal;Basic;Digital Ads;Retail;Mature;North America;Canada;Quebec;2025-04-02;2025-07-14;Lost;729;48119;0,6;Wireless Charger Pad;Accessories;66
Prospecting;Mid-Market;Mid-Level;Basic;Partner Program;Finance;Mature;North America;United States;Washington;2025-06-17;2025-07-18;Lost;741;48947,55;0,1;Wireless Charger Pad;Accessories;66
Qualification;Mid-Market;Mid-Level;Premium;Email Campaign;Healthcare;Mature;EMEA;Spain;Catalonia;2025-06-17;2025-07-18;Lost;81;63918,13;0,3;"E-reader Platinum 8"" 32 GB";Devices;780
Prospecting;Mid-Market;Principal;Premium;Conference;Government;Mature;EMEA;United Kingdom;England;2025-06-22;2025-07-19;Lost;101;55496,92;0,2;Smart Speaker Max;Devices;546
Negotiation;Mid-Market;Senior;Basic;Webinar;Finance;Growth;APAC;India;Maharashtra;2025-07-08;2025-07-19;Won;593;69389,58;0,8;Cloud Sync Pro;Software;117
Qualification;Mid-Market;Principal;Basic;Email Campaign;Retail;Mature;EMEA;Denmark;Hovedstaden;2025-06-12;2025-07-20;Won;2050;59454,25;0,3;Stylus Pro;Accessories;29
Proposal;Enterprise;Junior;Premium;Digital Ads;Retail;Mature;North America;United States;New York;2025-06-29;2025-07-20;Won;75;111539,86;0,6;Data Migration;Services;1487
Final Review;Mid-Market;Junior;Standard;Partner Program;Government;Mature;North America;United States;California;2025-05-16;2025-07-21;Won;165;29916,42;0,8;Office Suite Basic;Software;181
Prospecting;Mid-Market;Junior;Premium;Webinar;Government;Mature;EMEA;United Kingdom;Scotland;2025-05-06;2025-07-23;Lost;42;63211,19;0,0;Data Migration;Services;1487
Proposal;Mid-Market;Mid-Level;Basic;Webinar;Government;Mature;North America;United States;Washington;2025-06-06;2025-07-23;Won;222;26019,93;0,5;"Protective Case 6""";Accessories;117
Final Review;Mid-Market;Junior;Basic;Conference;Technology;Mature;North America;United States;California;2025-06-23;2025-07-24;Won;436;37576,51;0,8;Travel Adapter Kit;Accessories;86
Prospecting;Mid-Market;Junior;Premium;Email Campaign;Finance;Mature;EMEA;Germany;Berlin;2025-06-10;2025-07-24;Won;83;71521,04;0,0;Extended Warranty;Services;855
Prospecting;Mid-Market;Principal;Basic;Partner Program;Government;Growth;APAC;India;Karnataka;2025-04-12;2025-07-24;Lost;247;29007,94;0,2;Cloud Sync Pro;Software;117
Negotiation;Mid-Market;Mid-Level;Premium;Partner Program;Manufacturing;Growth;APAC;India;Maharashtra;2025-05-16;2025-07-25;Won;46;64400,95;0,6;Onsite Training;Services;1382
Prospecting;Mid-Market;Principal;Basic;Webinar;Manufacturing;Growth;APAC;Japan;Osaka;2025-06-02;2025-07-25;Lost;238;27933,19;0,0;"Protective Case 6""";Accessories;117
Qualification;Mid-Market;Principal;Basic;Conference;Healthcare;Mature;EMEA;United Kingdom;Scotland;2025-06-17;2025-07-26;Won;636;63650,51;0,4;"E-reader Lite 6"" 8 GB";Devices;100
Proposal;Enterprise;Principal;Premium;Digital Ads;Education;Mature;EMEA;Spain;Madrid;2025-06-21;2025-07-26;Lost;180;125049,25;0,6;"Tablet Pro 11"" 128 GB";Devices;694
Prospecting;Mid-Market;Mid-Level;Basic;Partner Program;Finance;Mature;EMEA;United Kingdom;England;2025-07-03;2025-07-26;Won;329;35220,42;0,0;Premium Headphones;Accessories;107
Proposal;Enterprise;Junior;Premium;Digital Ads;Healthcare;Growth;APAC;Australia;Victoria;2025-07-18;2025-07-26;Lost;189;131307,47;0,4;"Tablet Pro 11"" 128 GB";Devices;694
Proposal;Enterprise;Senior;Standard;Digital Ads;Technology;Mature;North America;United States;Texas;2025-06-03;2025-07-27;Won;512;82071,82;0,5;Office Suite Enterprise;Software;160
Prospecting;Mid-Market;Junior;Standard;Email Campaign;Manufacturing;Growth;APAC;Japan;Tokyo;2025-05-17;2025-07-28;Won;91;36106,74;0,1;Installation Service;Services;393
Qualification;Enterprise;Principal;Standard;Digital Ads;Finance;Growth;APAC;India;Delhi;2025-03-21;2025-08-01;Lost;456;91719,72;0,2;Smart Speaker Mini;Devices;201
Proposal;Mid-Market;Junior;Standard;Webinar;Manufacturing;Mature;EMEA;Spain;Madrid;2025-07-17;2025-08-03;Lost;192;75554,91;0,6;Installation Service;Services;393
Qualification;Enterprise;Mid-Level;Premium;Conference;Healthcare;Emerging;LATAM;Mexico;Jalisco;2025-06-30;2025-08-03;Lost;102;84253,97;0,2;Premium Support;Services;819
Proposal;Mid-Market;Senior;Basic;Email Campaign;Manufacturing;Growth;APAC;India;Karnataka;2025-07-16;2025-08-03;Lost;500;64604,53;0,6;Parental Control Suite;Software;129
Proposal;Enterprise;Mid-Level;Standard;Digital Ads;Education;Growth;APAC;Japan;Osaka;2025-06-17;2025-08-06;Lost;269;105802,84;0,5;Installation Service;Services;393
Prospecting;Mid-Market;Mid-Level;Standard;Email Campaign;Manufacturing;Mature;EMEA;Denmark;Hovedstaden;2025-07-11;2025-08-06;Lost;322;78799,19;0,2;ReadingPlus Annual;Software;244
Negotiation;Mid-Market;Principal;Basic;Webinar;Education;Mature;North America;United States;California;2025-07-09;2025-08-06;Won;284;33330,66;0,6;"Protective Case 6""";Accessories;117
Qualification;Mid-Market;Senior;Premium;Partner Program;Technology;Mature;EMEA;France;Auvergne-Rhône-Alpes;2025-06-22;2025-08-06;Won;111;77361,55;0,4;"Tablet Pro 11"" 128 GB";Devices;694
Proposal;Mid-Market;Mid-Level;Standard;Conference;Government;Mature;North America;Canada;Quebec;2025-06-19;2025-08-08;Lost;195;35356,08;0,5;Office Suite Basic;Software;181
Prospecting;Mid-Market;Junior;Basic;Partner Program;Manufacturing;Mature;North America;United States;Washington;2025-06-10;2025-08-08;Lost;198;21233,46;0,1;Premium Headphones;Accessories;107
Final Review;Mid-Market;Mid-Level;Basic;Digital Ads;Finance;Mature;EMEA;France;Auvergne-Rhône-Alpes;2025-07-07;2025-08-08;Lost;474;55524,4;0,9;"Protective Case 6""";Accessories;117
Proposal;Mid-Market;Mid-Level;Basic;Webinar;Healthcare;Mature;North America;United States;Washington;2025-07-09;2025-08-08;Lost;569;60925,21;0,6;Premium Headphones;Accessories;107
Proposal;Mid-Market;Junior;Basic;Webinar;Government;Growth;APAC;India;Delhi;2025-06-14;2025-08-09;Lost;641;64199,38;0,5;"E-reader Lite 6"" 8 GB";Devices;100
Qualification;Mid-Market;Mid-Level;Basic;Webinar;Healthcare;Mature;North America;Canada;Quebec;2025-07-11;2025-08-09;Lost;528;61800,34;0,3;Cloud Sync Pro;Software;117
Prospecting;Mid-Market;Mid-Level;Basic;Digital Ads;Manufacturing;Mature;North America;Canada;Quebec;2025-06-15;2025-08-10;Lost;270;31600,15;0,1;"Protective Case 6""";Accessories;117
Proposal;Mid-Market;Senior;Premium;Partner Program;Healthcare;Mature;North America;United States;Texas;2025-07-18;2025-08-11;Lost;77;60392,65;0,4;"E-reader Platinum 8"" 32 GB";Devices;780
Proposal;Mid-Market;Principal;Basic;Webinar;Healthcare;Mature;North America;United States;Washington;2025-03-03;2025-08-11;Won;294;31507,25;0,5;Premium Headphones;Accessories;107
Negotiation;Mid-Market;Senior;Basic;Conference;Finance;Emerging;LATAM;Mexico;Mexico City;2025-07-20;2025-08-11;Won;396;46435,31;0,7;Cloud Sync Pro;Software;117
Proposal;Enterprise;Mid-Level;Premium;Partner Program;Finance;Mature;North America;United States;New York;2025-08-01;2025-08-13;Won;135;111120,88;0,6;Premium Support;Services;819
Prospecting;Mid-Market;Senior;Basic;Partner Program;Finance;Growth;APAC;India;Delhi;2025-07-20;2025-08-13;Won;842;55606,32;0,2;Wireless Charger Pad;Accessories;66
Prospecting;SMB;Senior;Basic;Conference;Technology;Mature;North America;United States;Washington;2025-07-11;2025-08-13;Lost;126;14793,97;0,1;"Protective Case 6""";Accessories;117
Proposal;Mid-Market;Principal;Basic;Email Campaign;Finance;Emerging;LATAM;Mexico;Mexico City;2025-08-01;2025-08-14;Won;516;66585,61;0,5;Parental Control Suite;Software;129
Qualification;Enterprise;Junior;Premium;Digital Ads;Finance;Growth;APAC;Australia;Victoria;2025-05-18;2025-08-15;Lost;130;106594,29;0,3;Premium Support;Services;819
Final Review;Mid-Market;Principal;Premium;Digital Ads;Healthcare;Mature;North America;Canada;Ontario;2025-06-05;2025-08-15;Won;68;53270,63;0,8;"E-reader Platinum 8"" 32 GB";Devices;780
Negotiation;Mid-Market;Junior;Basic;Partner Program;Healthcare;Mature;North America;Canada;British Columbia;2025-07-19;2025-08-15;Lost;734;48495,91;0,8;Wireless Charger Pad;Accessories;66
Prospecting;Mid-Market;Principal;Basic;Webinar;Manufacturing;Growth;APAC;India;Delhi;2025-05-09;2025-08-18;Lost;1195;34677,44;0,0;Stylus Pro;Accessories;29
Negotiation;Mid-Market;Principal;Basic;Partner Program;Education;Growth;APAC;Japan;Osaka;2025-06-23;2025-08-20;Lost;309;26653,87;0,7;Travel Adapter Kit;Accessories;86
Negotiation;SMB;Mid-Level;Basic;Email Campaign;Government;Mature;North America;Canada;Quebec;2025-07-15;2025-08-20;Lost;543;15758,41;0,6;Stylus Pro;Accessories;29
Final Review;Mid-Market;Mid-Level;Basic;Conference;Technology;Growth;APAC;Japan;Tokyo;2025-06-19;2025-08-20;Won;242;31271,41;0,8;Parental Control Suite;Software;129
Qualification;Enterprise;Principal;Basic;Webinar;Manufacturing;Mature;North America;United States;Texas;2025-07-31;2025-08-20;Lost;951;95111,95;0,2;"E-reader Lite 6"" 8 GB";Devices;100
Qualification;Mid-Market;Junior;Premium;Digital Ads;Manufacturing;Mature;EMEA;Denmark;Jylland;2025-07-07;2025-08-20;Won;143;78349,51;0,3;Smart Speaker Max;Devices;546
Qualification;Mid-Market;Mid-Level;Basic;Conference;Finance;Mature;EMEA;Denmark;Jylland;2025-08-20;2025-08-20;Lost;432;50624,16;0,3;"Protective Case 6""";Accessories;117
Prospecting;Mid-Market;Senior;Basic;Partner Program;Healthcare;Growth;APAC;India;Maharashtra;2025-08-04;2025-08-20;Lost;387;49938,23;0,0;Parental Control Suite;Software;129
Proposal;Mid-Market;Mid-Level;Premium;Webinar;Finance;Mature;EMEA;France;Auvergne-Rhône-Alpes;2025-07-12;2025-08-20;Won;127;69881,08;0,5;Smart Speaker Max;Devices;546
Qualification;Enterprise;Junior;Premium;Webinar;Finance;Mature;North America;United States;Washington;2025-07-23;2025-08-20;Won;254;198855,75;0,3;"E-reader Platinum 8"" 32 GB";Devices;780
Final Review;Mid-Market;Principal;Basic;Conference;Finance;Mature;EMEA;Denmark;Jylland;2025-07-24;2025-08-20;Won;515;55208,32;0,9;Premium Headphones;Accessories;107
Prospecting;Mid-Market;Mid-Level;Standard;Partner Program;Government;Mature;North America;Canada;Quebec;2025-04-01;2025-08-20;Lost;193;30890,53;0,0;Office Suite Enterprise;Software;160
Negotiation;Mid-Market;Junior;Standard;Digital Ads;Retail;Mature;EMEA;Denmark;Hovedstaden;2025-07-16;2025-08-20;Won;311;56333,28;0,8;Office Suite Basic;Software;181
Proposal;Mid-Market;Senior;Basic;Email Campaign;Government;Mature;EMEA;France;Auvergne-Rhône-Alpes;2025-07-13;2025-08-20;Won;376;40262,09;0,5;Premium Headphones;Accessories;107
Qualification;Enterprise;Mid-Level;Premium;Conference;Finance;Mature;North America;Canada;Quebec;2025-08-05;2025-08-20;Lost;74;103621,75;0,3;Onsite Training;Services;1382
Prospecting;Mid-Market;Principal;Basic;Email Campaign;Finance;Mature;North America;Canada;British Columbia;2025-06-17;2025-08-20;Lost;534;57158,78;0,0;Premium Headphones;Accessories;107
Prospecting;Mid-Market;Junior;Basic;Conference;Healthcare;Mature;North America;United States;Texas;2025-08-07;2025-08-20;Lost;365;31464,96;0,0;Travel Adapter Kit;Accessories;86
Negotiation;Mid-Market;Principal;Basic;Email Campaign;Manufacturing;Mature;EMEA;Germany;Bavaria;2025-08-12;2025-08-20;Won;788;52067,78;0,8;Wireless Charger Pad;Accessories;66
Negotiation;Mid-Market;Mid-Level;Basic;Email Campaign;Healthcare;Mature;North America;Canada;Quebec;2025-07-20;2025-08-20;Won;292;37676,15;0,7;Parental Control Suite;Software;129
Negotiation;Mid-Market;Principal;Premium;Conference;Manufacturing;Growth;APAC;India;Karnataka;2025-07-04;2025-08-20;Won;54;46792,62;0,7;Extended Warranty;Services;855
Proposal;SMB;Mid-Level;Basic;Digital Ads;Government;Mature;EMEA;Spain;Madrid;2025-08-04;2025-08-20;Lost;300;19836,78;0,5;Wireless Charger Pad;Accessories;66
Negotiation;Enterprise;Mid-Level;Standard;Conference;Healthcare;Emerging;LATAM;Mexico;Mexico City;2025-08-18;2025-08-20;Won;220;86525,11;0,7;Installation Service;Services;393
Negotiation;Enterprise;Mid-Level;Standard;Conference;Finance;Growth;APAC;India;Delhi;2025-06-16;2025-08-20;Won;425;103829,97;0,8;ReadingPlus Annual;Software;244
Negotiation;Mid-Market;Senior;Standard;Conference;Manufacturing;Mature;North America;Canada;British Columbia;2025-08-15;2025-08-20;Won;323;64946,64;0,7;Smart Speaker Mini;Devices;201
Proposal;Enterprise;Junior;Basic;Webinar;Finance;Mature;North America;Canada;Quebec;2025-07-16;2025-08-20;Won;1407;140727,89;0,5;"E-reader Lite 6"" 8 GB";Devices;100
Prospecting;SMB;Mid-Level;Basic;Conference;Manufacturing;Emerging;LATAM;Mexico;Jalisco;2025-07-20;2025-08-20;Lost;424;12324,66;0,0;Stylus Pro;Accessories;29
Prospecting;Mid-Market;Junior;Standard;Digital Ads;Manufacturing;Growth;APAC;Japan;Osaka;2025-08-11;2025-08-20;Lost;179;28741,1;0,0;Office Suite Enterprise;Software;160
Qualification;Enterprise;Junior;Premium;Webinar;Healthcare;Mature;EMEA;France;Île-de-France;2025-08-11;2025-08-20;Lost;180;98702,51;0,3;Smart Speaker Max;Devices;546
Negotiation;Mid-Market;Mid-Level;Basic;Webinar;Healthcare;Growth;APAC;Japan;Osaka;2025-07-30;2025-08-20;Won;460;53886,72;0,7;"Protective Case 6""";Accessories;117
Final Review;Enterprise;Mid-Level;Premium;Partner Program;Retail;Mature;North America;United States;California;2025-07-27;2025-08-20;Won;101;82752,35;0,9;Premium Support;Services;819
Proposal;Enterprise;Senior;Premium;Conference;Finance;Mature;EMEA;Germany;Bavaria;2025-06-07;2025-08-20;Won;106;90971,59;0,5;Extended Warranty;Services;855
Prospecting;Mid-Market;Principal;Basic;Email Campaign;Education;Growth;APAC;India;Maharashtra;2025-07-16;2025-08-20;Lost;346;37038,56;0,1;Premium Headphones;Accessories;107
Proposal;Enterprise;Senior;Basic;Partner Program;Healthcare;Mature;North America;Canada;Quebec;2025-07-18;2025-08-20;Lost;912;117764,31;0,5;Parental Control Suite;Software;129
Prospecting;Mid-Market;Senior;Basic;Conference;Technology;Mature;North America;United States;New York;2025-08-02;2025-08-20;Lost;247;26443,05;0,2;Premium Headphones;Accessories;107
Qualification;Mid-Market;Mid-Level;Premium;Email Campaign;Healthcare;Mature;EMEA;Spain;Catalonia;2025-08-12;2025-08-20;Lost;30;42554,56;0,2;Onsite Training;Services;1382
Negotiation;Mid-Market;Senior;Basic;Email Campaign;Manufacturing;Mature;EMEA;Spain;Madrid;2025-08-10;2025-08-20;Won;653;65338,78;0,7;"E-reader Lite 6"" 8 GB";Devices;100
Proposal;Enterprise;Senior;Premium;Partner Program;Healthcare;Emerging;LATAM;Brazil;São Paulo;2025-08-18;2025-08-20;Won;179;98080,32;0,5;Smart Speaker Max;Devices;546
Prospecting;Mid-Market;Principal;Standard;Digital Ads;Manufacturing;Mature;EMEA;Spain;Catalonia;2025-07-08;2025-08-20;Lost;201;79012,03;0,1;Installation Service;Services;393
Negotiation;Mid-Market;Principal;Standard;Webinar;Manufacturing;Mature;North America;United States;Washington;2025-07-31;2025-08-20;Lost;198;48390,31;0,7;ReadingPlus Annual;Software;244
Prospecting;Mid-Market;Principal;Basic;Email Campaign;Government;Emerging;LATAM;Brazil;São Paulo;2025-08-05;2025-08-20;Won;420;27783,33;0,1;Wireless Charger Pad;Accessories;66
Prospecting;Mid-Market;Mid-Level;Basic;Digital Ads;Manufacturing;Mature;North America;Canada;Ontario;2025-08-13;2025-08-20;Lost;445;57458,39;0,1;Parental Control Suite;Software;129
Qualification;Mid-Market;Principal;Premium;Email Campaign;Technology;Mature;EMEA;Germany;Bavaria;2025-08-20;2025-08-20;Won;95;74863,81;0,2;"E-reader Platinum 8"" 32 GB";Devices;780
